article_id,positive_sentiment,negative_sentiment,organizations,persons,locations,timestamp,longitude,latitude
20190201151500-2748,3.95387149917628,3.78912685337726,cnn,lino ismael cruz cordova;maisie williams;asa butterfield;nina dobrev;jane gina rodriguez;los angeles;peter hutchings;suzu cristina rodlo,"Tijuana, Baja California, Mexico;Mexico",20190201151500,-117.01700000000001,32.5333
20190624121500-34,1.61290322580645,2.58064516129032,caesars palace;caesars entertainment;nasdaq;united states,las vega;las vegas;carl icahn,"New York, United States;Nevada, United States;United States;Reno, Nevada, United States",20190624121500,-74.9384,42.1497
20190418223000-53,2.66524520255864,3.0916844349680197,internet research agency;house intelligence committee;cnn;united states,donald trump;cory booker;elizabeth warren;john hickenlooper;pete buttigieg;eric swalwell;robert mueller;jay inslee;amy klobuchar;bernie sanders;kirsten gillibrand;kamala harris;william barr,"United States;Massachusetts, United States;Vermont, United States;White House, District Of Columbia, United States;Colorado, United States;Minnesota, United States;California, United States;Capitol Hill, District Of Columbia, United States;Russia",20190418223000,-98.5795,39.828175
20191108190000-2009,1.57894736842105,3.8947368421052597,eurofighter,royce eurofighter;andy green;hakskeen pan;stuart edmondson,United Kingdom,20191108190000,-4.0,54.0
20190212161500-2206,0.6230529595015579,5.76323987538941,department of homeland security;white house;cnn;employment opportunity commission;small business administration;united states;exchange commission;consumer product safety commission;congressional budget office,donald trump;sam petulla,"Mexico;United States;Washington, Washington, United States",20190212161500,-102.0,23.0
20190720153000-818,2.02156334231806,2.76280323450135,schwartz;spacex;drug administration;cnn;university of california san diego;university of pittsburgh;facebook;media lab,elon musk;jae c hong;max hodak;nataliya kosmina;andrew schwartz,"Virginia, United States;University Of California San Diego, California, United States;San Francisco, California, United States",20190720153000,-78.2057,37.768
20190524104500-1273,5.19348268839104,3.9714867617107896,unionist party on;european union;reuters,theresa may;nicholas winton;george osborne;david cameron,"Slovak Republic;United Kingdom;Northern Ireland, Craigavon, United Kingdom;London, London, City Of, United Kingdom",20190524104500,19.5,48.666667
20191022004500-517,3.5294117647058796,2.35294117647059,,emperor akihito;shinzo abe;emperor naruhito;ken ruoff,Japan;United Kingdom,20191022004500,138.0,36.0
20190219140000-2173,2.4725274725274704,4.48717948717949,new york times;atmospheric administration;national oceanic;citizens united supreme court;twitter;washington post,donald trump;jane omeara;patrick leahy;hillary clinton;bernie sanders,"New York, United States;Syria;Iraq;United States;California, United States;Vermont, United States;Washington, Washington, United States",20190219140000,-74.9384,42.1497
20191211173000-389,2.6196928635953,0.9936766034327008,united states,lisa mesquit;daniel kopp;joseph bautista,"Gainesville, Florida, United States;American Samoa;United States;Alaska, United States;Florida, United States;Mexico City, Distrito Federal, Mexico;Colombia;Oregon, United States;Mexico;Indonesia;Costa Rica;Virgin Islands;San Miguel De Allende, Guanajuato, Mexico;Kailua, Hawaii, United States;Panama;Spain;Hawaii, United States",20191211173000,-82.3248,29.6516
20191126073000-963,2.4886877828054303,3.5067873303167403,national insurance;labour party,theresa may;john mcdonnell;rose lee;paul sayer;jeremy corbyn;kim rahbek;boris johnson;mark errington,"Guildford, Surrey, United Kingdom;United Kingdom;London, London, City Of, United Kingdom",20191126073000,-0.566667,51.2167
20191001200000-2880,2.2727272727272703,4.16666666666667,new york times;cnn;giuliani at new york university,donald trump;rudy giuliani,"New York, United States;Florida, United States;Ukraine",20191001200000,-74.9384,42.1497
20190907003000-354,0.821917808219178,6.438356164383558,boeing;twitter;cnn;adm;american airlines;aviation administration;facebook;miami international airport,bruce willis;les abend,United States,20190907003000,-98.5795,39.828175
20190417080000-432,1.1439466158245901,3.0505243088655902,stimson center;korea unification ministry;air koryo;china forum;cnn;korea risk group;united states,zachary cohen;stephen biegun;donald trump;vladimir putin;jennifer hansler;joseph bermudez;sergey lavrorv,"Moscow, Moskva, Russia;Seoul, Soul-T'ukpyolsi, South Korea;Pyongyang, P'yongyang-Si, North Korea;Yongbyon, P'yongan-Bukto, North Korea;United States;White House, District Of Columbia, United States;Singapore;China;Vietnam, Republic Of;Hanoi, Ha N?I, Vietnam, Republic Of;Beijing, Beijing, China;North Korea;South Korea;Russia",20190417080000,37.6156,55.7522
20190425150000-1427,1.7921146953404998,2.8673835125448,cnn;ringleader of north korean embassy,donald trump;vladimir putin,"Moscow, Moskva, Russia;Pyongyang, P'yongyang-Si, North Korea;United States;Washington, Washington, United States;Hanoi, Ha N?I, Vietnam, Republic Of;Beijing, Beijing, China;China;North Korea;Russia",20190425150000,37.6156,55.7522
20191210233000-754,4.43548387096774,3.0913978494623704,pacific partnership;white house;senate finance committee;senate majority leader mitch mcconnell;international trade commission;cnn,pat toomey;stephanie grisham;richard neal;chuck grassley;john thune;nancy pelosi;john cornyn,"United States;South Dakota, United States;Texas, United States;Washington, Washington, United States;Kentucky, United States;Iowa, United States;Pennsylvania, United States;Capitol Hill, District Of Columbia, United States",20191210233000,-98.5795,39.828175
20190521003000-359,5.55555555555556,1.38888888888889,,,"Wembley, Brent, United Kingdom;Manchester, Manchester, United Kingdom",20190521003000,-0.283333,51.55
20190904113000-164,2.7713625866050804,4.618937644341799,xinhua,zhang xinnian;sina weibo;zhu wei;pan helin,"Guangzhou, Guangdong, China;Beijing, Beijing, China;China;Shanghai, Shanghai, China;Hong Kong",20190904113000,113.25,23.1167
20190704171500-371,4.17227456258412,2.42261103633917,ford motor company;propulsion technologies energy infrastructure group;us national park service;chrysler;automotive research;united states,hal sperlich;mark zuckerberg;snoop dogg;caroll shelby;elon musk;brett smith;lee anthony iacocca;mary barra;lee iacocca,United States,20190704171500,-98.5795,39.828175
20190721090000-1063,2.42914979757085,3.84615384615385,,theresa may;david gauke;simon coveney;jeremy hunt;philip hammond;boris johnson,"Ireland;United Kingdom;Northern Ireland, Craigavon, United Kingdom",20190721090000,-8.0,53.0
20190531104500-787,2.5547445255474504,3.6496350364963503,national union of journalists,simon coveney;karen bradley,"Ireland;Belfast, Belfast, United Kingdom;Northern Ireland, Craigavon, United Kingdom",20190531104500,-8.0,53.0
20190808120000-1173,4.07643312101911,2.80254777070064,,josef adalian;lauren oneill;kelly kahl;iain stirling;arielle vandenberg;kathryn vanarendonk;matthew hoffman,United States;Fiji;United Kingdom,20190808120000,-98.5795,39.828175
20190919231500-2455,3.88127853881279,5.02283105022831,christian civic league;cnn;american civil liberties union of maine,alison beyea;carroll conley,"New York, United States;Georgia, United States;Louisiana, United States;Maine, United States;Alabama, United States;United States;Missouri, United States;Vermont, United States;Rhode Island, United States;Illinois, United States",20190919231500,-74.9384,42.1497
20190904193000-2004,4.05405405405405,0.750750750750751,austrian ski federation;cnn,marc girardelli;annemarie moser-proell;peter schrocksnadel;christina macfarlane;franz klammer;mikaela shiffrin;lindsey vonn;ingemar stenmark;marcel hirscher,"Andorra;United States;Salzburg, Salzburg, Austria;Luxembourg;Kitzbuhel, Tirol, Austria;Pyeongchang, Kangwon-Do, South Korea;Austria;Annaberg, NiederÃ¶Rreich, Austria;Soldeu, Andorra (General), Andorra;South Korea;Solden, Tirol, Austria",20190904193000,1.5,42.5
20190314200000-1470,6.30372492836676,1.43266475644699,netflix;cnn;sony;friends from college,justina machado justinamachado;ted sarandos;mike royce mikeroyce;rita moreno;penelope alvarez;jessica jones;mike royce;justina machado;gloria calderon kellett,Cuba;United States;Iraq,20190314200000,-79.5,22.0
20190910170000-2770,1.27041742286751,1.6333938294010901,cornell lab of ornithology;cnn;postdoctoral research,graham mcgrath;aqaurium charlotte barcas;gemma clucas,"New York, United States;Marama, South Australia, Australia;New Zealand;Sydney, New South Wales, Australia;Berlin, Berlin, Germany;London, London, City Of, United Kingdom",20190910170000,-74.9384,42.1497
20190429164500-1138,2.4513947590870697,2.02874049027895,university of california;american academy of pediatrics;autism center;us preventive services task;cnn,michael morrier;thomas frazier;karen pierce;sanjay gupta,"Canada;San Diego, California, United States;United States",20190429164500,-96.0,60.0
20190906110000-1021,1.55440414507772,3.10880829015544,weir group;fortescue metals group,jon stanton,"Australia;Glasgow, Glasgow City, United Kingdom;Pilbara, Western Australia, Australia",20190906110000,135.0,-25.0
20190704123000-348,4.4982698961937695,1.55709342560554,youtube;twitter;facebook;virginia commonwealth university;united states,helen wollaston;camille schrier,"Virginia, United States;United States;United Kingdom;Virginia Commonwealth University, Virginia, United States",20190704123000,-78.2057,37.768
20191203203000-656,6.832298136645957,2.0703933747412,goodyear;court appointed special;cnn,brett jacobson;gregg edgar;john gilliland,"Arizona, United States;Georgia, United States;United States",20191203203000,-111.38799999999999,33.7712
20190826141500-634,1.74291938997821,3.92156862745098,democratic national;cnn,chris cillizza,"Texas, United States;Iowa, United States",20190826141500,-97.6475,31.105999999999998
20190228031500-1512,0.351493848857645,6.5026362038664285,thai airways thaiairways;twitter;thai airways;pakistan civil aviation authority;cnn;singapore airlines,,"Milano, Lombardia, Italy;Copenhagen, KÃ¸Avn*, Denmark;Munich, Bayern, Germany;Paris, France (General), France;Kashmir, Jammu And Kashmir, India;Zurich, ZÃ¼Sz, Switzerland;Brussels, Bruxelles-Capitale, Belgium;Pakistan;London, London, City Of, United Kingdom;Thailand;Indiana, United States;Stockholm, Stockholm, Sweden;Singapore;Bangkok, Krung Thep Mahanakhon, Thailand;Oslo, Oslo, Norway;Vienna, Wien, Austria",20190228031500,9.2,45.4667
20190702154500-507,4.89130434782609,4.34782608695652,european union;european parliament;european commission;brexit party meps;brexit party;cnn;united states,lilian greenwood;nigel farage;antonio tajani;luciana berger;jean-claude juncker;guy verhofstadt;richard corbett;bollockstobrexit iameuropeanpic,United States;United Kingdom;France,20190702154500,-98.5795,39.828175
20190514234500-1061,2.2573363431151203,2.0316027088036104,cnn,terrance jones;michael watson,"China;Ohio, United States",20190514234500,105.0,35.0
20190918011500-892,1.15830115830116,11.196911196911199,supreme court;university of essex;newcastle crown court,laura daniels;zaw lin;keith kyriacou;david miller;koh tao;hannah witheridge,"Myanmar;Newport, Newport, United Kingdom;Jersey;Thailand;Essex, Essex, United Kingdom;Hemsby, Norfolk, United Kingdom",20190918011500,98.0,22.0
20190114174500-1473,1.77133655394525,4.50885668276973,sears;sears canada;columbia business school;sears holdings;cnn,eddie lampert;mark cohen;sears holdingsbankruptcy,"New York, United States;Alabama, United States;California, United States",20190114174500,-74.9384,42.1497
20190922103000-145,0.82815734989648,9.730848861283642,us health;world health organization,alex azar,"Tanzania;Dar Es Salaam, Dar Es Salaam, Tanzania;Uganda",20190922103000,35.0,-6.0
20190201203000-2048,0.44843049327354295,11.6591928251121,reuters,vera figueroa;juliet mckenna;daron wint;amy savopoulos,"United States;Washington, Washington, United States",20190201203000,-98.5795,39.828175
20191024021500-398,1.9163763066202093,5.57491289198606,house oversight committee;house committee on ethics;ethics committee;capitol police;us capitol police;cnn,graham kelly;katie hill;eva malecki,"California, United States;Capitol Hill, District Of Columbia, United States;White House, District Of Columbia, United States",20191024021500,-119.74600000000001,36.17
20190527144500-469,2.8795811518324603,3.01047120418848,us national security advisor john bolton;reuters;united states,donald trump;shinzo abe;emperor naruhito,"Pyongyang, P'yongyang-Si, North Korea;Japan;North Korea;Tokyo, Tokyo, Japan;United States;Akasaka, Aichi, Japan;Iran",20190527144500,125.755,39.0194
20190109184500-2464,0.928792569659443,2.1671826625387,university of british columbia;mcgill university,shriharsh tendulkar,Canada;United Kingdom,20190109184500,-96.0,60.0
20190509004500-2112,2.91508238276299,4.055766793409379,guyana environmental protection agency;exxonmobil;university of guyana;caribbean court;transparency international;us department of energy,atlantic ocean;vincent adams;troy thomas;perry holloway,"Guinea;Guyana;Nigeria;United States;United Kingdom;Georgetown, Demerara-Mahaica, Guyana;Venezuela",20190509004500,-10.0,11.0
20190106130000-864,0.824175824175824,7.142857142857139,walmart;harris county police;harris county sheriff office,shaun king;lee merritt;eric black;jazmine barnes,"Houston, Texas, United States;United States;Harris County, Texas, United States;Texas, United States;White House, District Of Columbia, United States",20190106130000,-95.3633,29.7633
20191118180000-48,0.0,1.14942528735632,twitter;netflix;colorado mountain college rifle,marie kondo;ed kosmicki ed kosmicki,Japan,20191118180000,138.0,36.0
20190425161500-1452,5.26315789473684,4.91228070175439,korea national assembly;seoul national assembly;liberty party;cnn;united states,chae yi-bai,"Seoul, Soul-T'ukpyolsi, South Korea;United States;South Korea",20190425161500,127.0,37.5664
20190421084500-328,1.8079096045197705,6.55367231638418,kingsbury hotel;zion church;national blood bank;sebastian church;facebook;colombo national hospital;cnn,edmond tillekeratne;narendra modi;zahrah imtiaz,"India;Negombo, Western, Sri Lanka;Colombo, Western, Sri Lanka;Sri Lanka;Kochchikade, Western, Sri Lanka;Batticaloa, Eastern, Sri Lanka",20190421084500,77.0,20.0
20190624121500-1958,3.3045977011494303,5.02873563218391,national institutes of health;department of veterans affairs;house veterans affairs committee;defense department;cnn;united states,lyndon b johnson,"Miami, Florida, United States;El Paso, Texas, United States;Afghanistan;Iraq;Tampa, Florida, United States;United States;Texas, United States",20190624121500,-80.1937,25.7743
20191107044500-602,2.28426395939086,3.1725888324873104,white house;cnn;hilton hotel,donald trump;todd gilbert;levar stoney;george w bush;dick saslaw;andy beshear;chris jankowski;bob mcdonnell;ralph northam;thomas jefferson,"Virginia Beach, Virginia, United States;Washington, Washington, United States;Kentucky, United States;Virginia, United States;Richmond, Virginia, United States;Commonwealth Of Virginia, Virginia, United States;Ukraine",20191107044500,-75.97800000000001,36.8529
20190709161500-284,0.581395348837209,5.81395348837209,department of transportation environmental services;national weather service;cnn;reagan national airport;national mall,jeff duval,"Williamsburg, Virginia, United States;Virginia, United States;Alexandria, Al Iskandariyah, Egypt;White House, District Of Columbia, United States",20190709161500,-76.7075,37.2707
20191013223000-921,2.5751072961373396,3.00429184549356,national iranian oil company;cnn;iranian oil,reza dehghan;bijan namdar zanganeh,United States;Iran,20191013223000,-98.5795,39.828175
20190630111500-1115,1.09289617486339,6.55737704918033,,chandra mutucumarana;kelly mary fauvrelle;mick norman,"United Kingdom;Thornton Heath, Croydon, United Kingdom;Croydon, Croydon, United Kingdom;London, London, City Of, United Kingdom",20190630111500,-4.0,54.0
20191113171500-2640,1.9966722129783705,8.4026622296173,department of justice;democratic national committee;cnn;democrat star chamber,alexandra chalupa;hunter biden;hillary clinton,United States;Russia;Ukraine,20191113171500,-98.5795,39.828175
20190308113000-1851,3.2979976442873995,5.88928150765607,china media group;city football group;cnn;league cup;european champions league;etihad airways;english premier league;champions league;abu dhabi united group,yves leterme;raheem sterling;abu dhabi;rui pinto;zayed al- nahyan;vincent kompany;pep guardiola;sergio aguero;zayed al nahyan,"Germany;Lisbon, Lisboa, Portugal;Hungary;Benfica, SantarÃ©Po, Portugal;China;Porto, Porto, Portugal;Portugal;Cayman Islands",20190308113000,10.5,51.5
20190908051500-761,1.7857142857142905,7.857142857142861,canadian hurricane centre,justin trudeau;ralph goodale,"Florida, United States;Canada;Riviera Beach, Florida, United States;Bahamas, The",20190908051500,-81.717,27.8333
20191205224500-1079,1.95758564437194,4.24143556280587,royal mail;virgin media;professor andrew cumbers of glasgow university;scottish power,keith anderson,United Kingdom,20191205224500,-4.0,54.0
20190311183000-514,2.98380221653879,2.30179028132992,correctional services sylvia jones;ontario provincial police;york regional police;community safety;atmos,doug ford;thomas carrique;ron taverner;bose quietcomfort,"Toronto, Ontario, Canada",20190311183000,-79.4167,43.6667
20190522051500-565,2.5,5.0,,peter edwards;haziqah zaman,"United Kingdom;London, London, City Of, United Kingdom",20190522051500,-4.0,54.0
20190315233000-1638,1.5509601181683899,7.16395864106352,jewish federation of greater pittsburgh;zealand police;twitter;christchurch district court;us congress;cnn;united states,lianne dalziel;taylor barnes;brenton tarrant;kevin liptak;meryl ainsman;mike bush;jacinda ardern;rashida tlaib;matthew mckew;michelle lou,"Oak Creek, Texas, United States;Australia;Wellington, New Zealand (General), New Zealand;United States;New Zealand;Israel;Texas, United States;Pennsylvania, United States",20190315233000,-103.415,29.3646
20191119211500-213,1.1198208286674098,1.5677491601343798,walter reed national military medical center;white house;senate minority leader chuck schumer;cnn,stephanie grisham;donald trump;jonathan reiner;john sotos;dick cheney;walter reed;sean conley;mike pence,"Washington, Washington, United States",20191119211500,-77.0364,38.8951
20190206170000-608,4.1753653444676395,2.50521920668058,museum of art;white house;cnn,emily dixon;chrissy teigen;iris apfel;yorker apfel;joan smalls;george h w bush;kate moss;gigi hadid;jourdan dunn;karlie kloss,"Washington, Washington, United States",20190206170000,-77.0364,38.8951
20190617003000-193,0.887573964497041,6.80473372781065,,,United Kingdom,20190617003000,-4.0,54.0
20190617131500-509,0.518134715025907,1.55440414507772,xinhua;united states,donald trump,"Pyongyang, P'yongyang-Si, North Korea;Japan;United States;Hong Kong;Singapore;Beijing, Beijing, China;China;North Korea",20190617131500,125.755,39.0194
20191103164500-452,2.5219298245613997,2.96052631578947,whataburger;instagram;twitter;senate minority leader chuck schumer;cnn;democratic national committee;national anthem;democratic senatorial campaign committee;facebook;iowa democratic party,donald trump;andrew gillum;omalley dillon;shelby cole;elizabeth warren;bernie sander;joe biden;lebron james;zack malitz;robert f kennedy;stacey abrams;oprah winfrey;barack obama;pete buttigieg;jen omalley dillon;hillary clinton;ted cruz;john cornyn;kamala harris,"South Bend, Indiana, United States;New York, United States;Georgia, United States;El Paso, Texas, United States;United States;Texas, United States;White House, District Of Columbia, United States;Vermont, United States;Florida, United States;Canada;Indiana, United States;Wisconsin, United States;San Antonio, Texas, United States;Des Moines, Iowa, United States;Mexico;Massachusetts, United States;Iowa, United States;Spain",20191103164500,-86.25,41.6834
20200106230000-1638,0.606796116504854,2.66990291262136,american astronomical society in honolulu;university of amsterdam;mcgill university;cnn,mohit bhardwaj;benito marcote;kenzie nimmo,"United States;Canada;Amsterdam, Noord-Holland, Netherlands",20200106230000,-98.5795,39.828175
20190903233000-745,3.36700336700337,5.72390572390572,white house;playboy;cnn,stephanie grisham;sebastian gorka;rudolph contreras;jim acosta;brian karem,"New York, United States;White House, District Of Columbia, United States",20190903233000,-74.9384,42.1497
20191008134500-2065,1.1764705882352902,7.058823529411759,international monetary fund;cnn;ministry of defense;reuters,rafael correa;maria canizares;abel gomez;nicolas maduro;juan sebastian roldan;lenin moreno,"Ecuador;Guayaquil, Guayas, Ecuador;London, London, City Of, United Kingdom;Venezuela;Belgium;Quito, Pichincha, Ecuador",20191008134500,-77.5,-2.0
20190410114500-1155,1.4198782961460399,5.578093306288031,national center;amazon web services;international center;cnn;children division;global missing children network engine;united states;federation for internet;american civil liberties union,timmothy pitzen;john walsh;julie cordua;john shehan;caroline humer;sanjay gupta,"United States;California, United States",20190410114500,-98.5795,39.828175
20191106033000-1427,2.7027027027027,4.729729729729732,softbank vision fund;softbank,masayoshi son,"Japan;Tokyo, Tokyo, Japan;Hong Kong",20191106033000,138.0,36.0
20190516141500-2549,2.7221777421937596,6.16493194555644,marks spencer;virgin radio,theresa may;steve dymond;mike thalassitis;yarde jnr;alex hudson;steve dymond facebook;sophie gradon;cameron yarde jnr;jerry springer,"United Kingdom;London, London, City Of, United Kingdom",20190516141500,-4.0,54.0
20190801053000-1171,2.27848101265823,6.835443037974678,breakfast club;cnn,bashar assad;tulsi gabbard;anderson cooper;kamala harris,"California, United States;Syria;White House, District Of Columbia, United States;Hawaii, United States",20190801053000,-119.74600000000001,36.17
20191011201500-2516,0.709219858156028,8.33333333333333,syrian democratic;white house;cnn;kurdish syrian democratic forces,mark esper;mustafa bali;steve mnuchin;mervan qamishlo,"United States;Syria;Washington, Washington, United States;Turkey",20191011201500,-98.5795,39.828175
20191017011500-1488,1.29482071713147,4.03386454183267,google;syrian democratic;national republican senatorial committee;white house;world trade organization;cnn;oval office;united states;democratic national committee;smith college;union you;facebook;york university;national republican congressional committee;airbus,donald trump;elizabeth warren;robert epstein;tara subramaniam;james comey;jens stoltenberg;robert mueller;tayyip erdogan;steven heydemann;mustafa bali;barack obama;dmitri alperovitch;andrew mccabe;volodymyr zelensky;scott kemp;edward wolff;todd harrison;sergio mattarella,"Afghanistan;Iraq;United States;Massachusetts Institute Of Technology, Massachusetts, United States;Massachusetts, United States;White House, District Of Columbia, United States;Italy;Saudi Arabia;Syria;Russia;Smith College, Massachusetts, United States;Turkey;Ukraine",20191017011500,66.0,33.0
20191017000000-153,2.63157894736842,7.456140350877191,wisconsin dane county circuit court;connecticut department of public health;vital records division;wrongs without remedies;cnn;dane county court,frank d remington;mike palacek;james fetzer;leonard pozner,"New York, United States;Dane County, Wisconsin, United States;Sandy Hook, Connecticut, United States;Wisconsin, United States;Connecticut, United States",20191017000000,-74.9384,42.1497
20190530071500-1683,3.8128249566724404,0.924321201617562,hp revolutionizes tank technology;hp inc;hp home printing solutions;hp small business today;buyers lab;united states,anneliese olson;asia pacific;laserjet toner,"Philippines;Best In, StredoceskÃ½, Czech Republic;United States;United Kingdom;Argentina;Brazil;Vietnam, Republic Of;Beijing, Beijing, China;China;Portugal;Czech Republic;Colorado, United States;Idaho, United States;Canada;Russia;Germany;Mexico;Indiana, United States;Thailand;Hungary;Saudi Arabia;Chile;Peru;Poland;Spain;Greece;Turkey",20190530071500,122.0,13.0
20191227134500-1107,2.9142381348875896,1.9150707743546997,chicago white sox;cnn;major league baseball,hank aaron;darryl wilson;jackie robinson,"New York, United States;Cincinnati, Ohio, United States;Chicago, Illinois, United States;Wrigley Field, Illinois, United States",20191227134500,-74.9384,42.1497
20190830170000-25,1.9083969465648896,7.44274809160305,white house,bijan kian;james comey;donald trump;robert mueller;sergey kislyak;michael flynn;sidney powell,"Russia;Washington, Washington, United States",20190830170000,100.0,60.0
20191212001500-1880,1.5625,5.859375,wales police;plant health agency,hannah stevens;dafydd edwards;dewi evans,,20191212001500,,
20191211070000-1192,2.02702702702703,4.954954954954951,cnn,,"Komodo, Indonesia (General), Indonesia;Itsukushima, Hiroshima, Japan;Japan;Hatsukaichi, Hiroshima, Japan;Tokyo, Tokyo, Japan;Hiroshima, Hiroshima, Japan;Bali, Jawa Timur, Indonesia;Indonesia;Amsterdam, Noord-Holland, Netherlands;Komodo Island, Nusa Tenggara Timur, Indonesia",20191211070000,119.5,-8.58333
20190329211500-1958,1.7142857142857095,4.57142857142857,,donald trump;robert mueller;william barr,"Russia;Michigan, United States",20190329211500,100.0,60.0
20190719123000-1729,1.1363636363636398,5.2685950413223095,huawei;institute of international;united states,stephen innes;donald trump,"Taiwan;Bangladesh;United States;Hong Kong;Singapore;Vietnam, Republic Of;Beijing, Beijing, China;China;Kaiyuan, Yunnan, China;South Korea",20190719123000,121.0,24.0
20190429233000-1978,1.41592920353982,6.371681415929201,environmental crimes division;intercontinental terminals company;texas commission on environmental quality;national library of medicine;cnn;district attorney office,alice richardson;jamiel lynch;alex forrest;kim ogg;jason morris,"Houston, Texas, United States;Harris County, Texas, United States;Deer Park, Texas, United States;Tucker Bayou, Texas, United States;Texas, United States",20190429233000,-95.3633,29.7633
20190919003000-663,0.9090909090909092,8.18181818181818,investigation department;ghana police,michael hayford acquah,Nigeria;Ghana,20190919003000,8.0,10.0
20190306000000-1044,1.11179740580605,4.2001235330450895,homeland security department;senate republicans;white house;department of defense;associated press;cnn;new york times;national emergencies;senate majority leader mitch mcconnell,susan collins;marco rubio;donald trump;mike lee;kirstjen nielsen;martha mcsally;pat roberts;cory gardner;mike pence;lamar alexander;rand paul;mitt romney;rob portman;thom tillis;pat toomey;ben sasse;jerry moran;lisa murkowski;james lankford;ted cruz,"New York, United States;North Carolina, United States;Texas, United States;Alaska, United States;Washington, Washington, United States;Kentucky, United States;Florida, United States;Capitol Hill, Tennessee, United States;Mississippi, United States;Mexico;Oklahoma, United States;Arizona, United States;Maine, United States;Tennessee, United States;Nebraska, United States;Colorado, United States;Pennsylvania, United States;Ohio, United States;South Korea;Utah, United States",20190306000000,-74.9384,42.1497
20190501163000-2676,0.8670520231213871,7.22543352601156,national center;wayne community college in goldsboro;wayne county sheriff office;goldsboro police department;wayne community college,kenneth stancil;kenneth morgan stancil;kay albertson;tom effler,"North Carolina, United States;Wayne Community College, North Carolina, United States;Goldsboro Police Department, North Carolina, United States",20190501163000,-79.8431,35.6411
20190321194500-1073,0.45871559633027503,5.73394495412844,amnesty international;presbyterian secondary school in bamenda;university of buea on;cnn,nicolas asongu;bukola adebayo;ngono horace manga,"Lagos, Lagos, Nigeria;Nigeria;Buea, Sud-Ouest, Cameroon;Cameroon;Douala, Littoral, Cameroon;Bafut, Nord-Ouest, Cameroon;Bamenda, Nord-Ouest, Cameroon;France",20190321194500,3.39583,6.45306
20190501180000-944,0.0,4.16666666666667,,john singleton,United States,20190501180000,-98.5795,39.828175
20190522014500-1566,0.0,5.12820512820513,house judiciary committee,jerry nadler;william barr,Russia,20190522014500,100.0,60.0
20191106031500-1405,1.1764705882352902,3.13725490196078,los angeles fire department;cnn,los angeles;braden walker;jaime moore,"Los Angeles, California, United States",20191106031500,-118.244,34.0522
20190618010000-1112,7.08661417322835,3.54330708661417,toronto police;golden state warriors;toronto raptors;cnn,john tory;justin trudeau;mark saunders;francine kopun kopun;nathan phillips square,"California, United States;Toronto, Ontario, Canada",20190618010000,-119.74600000000001,36.17
20190908191500-690,2.31023102310231,5.44554455445545,twitter;arizona state university;facebook;cnn;united nations;united states,david petraeus;donald trump;ashraf ghani;barack obama;peter bergen;mike pompeo;zalmay khalilzad;john bass;elis angel barreto ortiz,"Arizona, United States;Afghanistan;Yongbyon, P'yongan-Bukto, North Korea;Iraq;United States;Hanoi, Ha N?I, Vietnam, Republic Of;Yemen;North Korea;Kabul, Kabol, Afghanistan",20190908191500,-111.38799999999999,33.7712
20190329024500-1866,2.1276595744680904,2.1276595744680904,china alibaba group;exchange commission;york stock exchange;new york stock exchange;pinterest;nasdaq,michelle fleury;john zimmer;logan green,"New York, United States;New York Stock Exchange, New York, United States",20190329024500,-74.9384,42.1497
20190122001500-1400,2.5,2.5,white house,,"New York, United States;United States;White House, District Of Columbia, United States",20190122001500,-74.9384,42.1497
20190203000000-766,3.92156862745098,8.49673202614379,cnn,parker deighan,"Mexico;Arizona, United States;Cabeza Prieta, MichoacÃ¡De Ocampo, Mexico",20190203000000,-102.0,23.0
20190428120000-739,1.88679245283019,6.7924528301886795,elections commission,arief priyo susanto;joko widodo;prabowo subianto,Indonesia,20190428120000,120.0,-5.0
20191114074500-1275,4.878048780487799,2.04447632711621,app health section;center piece;app international edition;cnn,,China;Australia;India,20191114074500,105.0,35.0
20191016193000-2205,2.13618157543391,5.607476635514018,white house;kurdistan worker party;syrian democratic forces;un security council,tayyip erdogan;mike pompeo;mike pence,"Manbij, ?Alab, Syria;Ankara, Ankara, Turkey;Syria;Russia;Damascus, Dimashq, Syria;White House, District Of Columbia, United States;Turkey",20191016193000,37.955,36.5282
20190127110000-106,1.00200400801603,6.01202404809619,dodge;livingston parish sheriff office;cnn,bobby webre;keith theriot;billy ernest;chris boyette;tanner ernest,"Louisiana, United States;Livingston Parish, Louisiana, United States;Baton Rouge, Louisiana, United States",20190127110000,-91.8749,31.1801
20190501161500-744,0.350877192982456,7.719298245614039,international worker day on;cnn;second international,,"Paris, France (General), France;France",20190501161500,2.33333,48.8667
20190410184500-1410,1.6393442622950802,1.6393442622950802,,theresa may;greta thunberg;caroline lucas,Sweden;United Kingdom,20190410184500,15.0,62.0
20190208014500-1385,2.7603513174404,2.25846925972396,dounreay nuclear reactor;national museum of scotland;egyptian antiquaries repatriation department;national museums scotland;national museums of scotland;egyptian antiquaries service,gordon rintoul;alexander henry rhind;piazzi smyth;stephen bird;stewart attwood;neil hanna;charles piazzi smyth,"Giza, Al Jizah, Egypt;Japan;Egypt;United Kingdom;Great Pyramid, Al Jizah, Egypt;Edinburgh, Edinburgh, City Of, United Kingdom",20190208014500,31.2122,30.0086
