article_id,positive_sentiment,negative_sentiment,organizations,persons,locations,timestamp,longitude,latitude
20190312154500-1770,3.2710280373831804,1.4018691588785,instagram;twitter;gabrielle union,olivia anakwe;gabrielle union;yvette nicole brown,"Hollywood, California, United States;United States;London, London, City Of, United Kingdom",20190312154500,-118.32700000000001,34.0983
20190917170000-519,1.76056338028169,2.1126760563380302,cambridge university;robinson college;robinson college cambridge,alana cutland,"Massachusetts, United States;Cambridge, Cambridgeshire, United Kingdom;Anjajavy, Mahajanga, Madagascar",20190917170000,-71.5314,42.2373
20191202230000-1012,3.13075506445672,10.1289134438306,supreme court;southern poverty law center;justice department;american civil liberties union;united states,richard clifton;william a fletcher;lee gelernt;scott stewart;george w bush;eric miller;bill clinton,Mexico;Canada;United States;Guatemala,20191202230000,-102.0,23.0
20190130213000-337,1.95758564437194,7.66721044045677,complutense university of madrid;university of warsaw;hokkaido university;university of british columbia;mcgill university,konrad jankowski;yujiro yamanaka;cristina escribano barreno;aaron fox;stephen harper;stephanie taylor;jaskirat singh sidhu;benjamin perrin;marie manikis;ryan remiorz,"Japan;Poland;Warsaw, (Pl67), Poland;Saskatchewan, Manitoba, Canada;Melfort, Saskatchewan, Canada;California, United States;United Kingdom",20190130213000,138.0,36.0
20190724100000-721,2.47933884297521,1.65289256198347,loughborough university;office of the;vinci construction;dubai museum of the;cnn,sergio cavalaro;henrik lund-nielsen;emma reynolds;vincent maillet,"Saudi Arabia;Dubai Museum, Dubayy, United Arab Emirates;Dubai, Dubayy, United Arab Emirates;Denmark;Netherlands;Switzerland",20190724100000,45.0,25.0
20200107194500-983,4.87562189054726,9.95024875621891,supreme court;montgomery county circuit court;us supreme court;mississippi supreme court;cnn,jim hood;justice brett kavanaugh;curtis flowers;rob mcduff;joseph loper;adam hopper;lynn fitch;doug evans,"Attala County, Mississippi, United States;United States;Mississippi, United States",20200107194500,-89.59200000000001,33.0571
20190930214500-2169,1.70454545454545,3.78787878787879,white house;cnn;united states,scott pelley;donald trump;kevin mccarthy;jim jordan;volodymyr zelensky,"United States;Ohio, United States;Washington, Washington, United States;Ukraine",20190930214500,-98.5795,39.828175
20190926214500-655,1.5852885225111002,6.27774254914394,supreme court;senate democrats;white house;european union;senate chuck grassley;judiciary committee;national security council,viktor shokin;donald trump;richard durbin;nancy pelosi;joe biden;paul manafort;viktor yanukovych;rudy giuliani;patrick leahy;robert menendez;mike pompeo;steve mnuchin;yuriy lutsenko;chris murphy,"White House, District Of Columbia, United States;South Korea;Ukraine",20190926214500,-77.0364,38.8951
20190531044500-1394,1.1764705882352902,4.70588235294118,,naomi pallas,,20190531044500,,
20191004191500-1440,1.29032258064516,3.8709677419354804,rupert news group newspapers;cnn,prince harry,"Sussex, East Sussex, United Kingdom;United Kingdom;London, London, City Of, United Kingdom;Buckingham Palace, Westminster, United Kingdom",20191004191500,-0.083333,50.9167
20190529193000-2008,1.08695652173913,2.9891304347826098,boeing;ethiopian airline;united airlines;american airlines;lion air;southwest airlines,dennis muilenburg,United States;Ethiopia,20190529193000,-98.5795,39.828175
20191106133000-37,2.7456647398843903,4.33526011560694,ultras supporters group luca castellini;champions league;twitter;nations league;cnn;russian premier league,kalidou koulibaly;mario balotelli;joao mario;alex thomas;cristiano biraghi;romelu lukaku;hellas verona;cristiano ronaldo,"Milan, Lombardia, Italy;Lisbon, Lisboa, Portugal;Italy;Portugal;Angola;Cagliari, Sardegna, Italy;Russia;France",20191106133000,9.2,45.4667
20190604073000-664,4.51781059947871,2.6064291920069502,,reese witherspoon;luke jennings;alan sepinwall;rosie knight;phoebe waller;keeley hawes;graham norton;jo berry;anne hathaway,"Hollywood, California, United States;Australia;United States;Russia",20190604073000,-118.32700000000001,34.0983
20190313140000-2283,1.69491525423729,5.08474576271187,,,"Lagos, Lagos, Nigeria;Nigeria",20190313140000,3.39583,6.45306
20190716040000-1133,1.46579804560261,6.84039087947883,bend police department;bend fraternal order of police;cnn;police department,mirna alsharif;shirley newbill;eric jack logan;scott ruszkowski;pete buttigieg;eric logan,"South Bend, Indiana, United States;India;United States",20190716040000,-86.25,41.6834
20190306230000-2338,4.40881763527054,4.00801603206413,youtube;twitter;sony pictures television;cnn;american cancer society,ken jennings kenjennings;ike barinholtz;pat sajak;brad rutter;mike hopkins;alex trebek,United States,20190306230000,-98.5795,39.828175
20190611060000-1162,2.13049267643142,4.9933422103861504,cnn,los angeles;keith raniere;emilio salinas;marc agnifilo;allison mack;clare bronfman,"Mexico;New York, United States",20190611060000,-102.0,23.0
20190719143000-1419,0.867678958785249,8.67678958785249,us embassy;probation office;youtube;twitter;facebook;stockholm district court,fredrik wallin;rakim mayers;daniel suneson;kanye west,"Sweden;United States;Stockholm, Stockholm, Sweden;Kronoberg, Orebro, Sweden",20190719143000,15.0,62.0
20190723140000-891,2.752293577981649,9.35779816513761,a northern ireland office,judith thompson;nigel dodds;john penrose,"Northern Ireland, Craigavon, United Kingdom",20190723140000,-6.5,54.5
20190225211500-1818,1.77339901477833,0.8866995073891629,google;samsung;verizon;netgear;cnn;united states,los angeles;neville ray;las vegas,"New York, United States;United States;North Carolina, United States;Fort Worth, Texas, United States;Missouri, United States;Texas, United States;Washington, Washington, United States;Raleigh, North Carolina, United States;Florida, United States;Canada;San Diego, California, United States;San Antonio, Texas, United States;Oklahoma City, Oklahoma, United States;San Francisco, California, United States;Charlotte, North Carolina, United States;Oklahoma, United States;Phoenix, Arizona, United States;Houston, Texas, United States;Dallas, Texas, United States;Orlando, Florida, United States;Chicago, Illinois, United States",20190225211500,-74.9384,42.1497
20190630181500-172,3.6745406824147,2.3622047244094504,pride coalition;stonewall national monument;united states,ben hunte,"New York, United States;Portugal;United States;Lisbon, Lisboa, Portugal;Stonewall Inn, New York, United States;Chicago, Illinois, United States;San Francisco, California, United States",20190630181500,-74.9384,42.1497
20190531231500-817,3.82608695652174,2.95652173913043,european union;american lung association;cnn;oval office,theresa may;donald trump;nigel farage;meghan markle;larry wilmore;jeremy hunt;michael gove;jeremy corbyn;betsy klein;boris johnson,"United States;United Kingdom;Iran;Sussex, New Brunswick, Canada;White House, District Of Columbia, United States;Ireland;Canada;France",20190531231500,-98.5795,39.828175
20190109101500-716,7.349665924276169,0.8908685968819601,colman;reuters,joanna lumley;emma stone;stan laurel;olivia colman;queen anne;lizo mzimba;steve coogan;richard e grant;albert hall;christian bale;jason solomons;stan ollie;claire foy;alex bailey;rachel weisz;rami malek,"Hollywood, California, United States;Ireland;Rome, Lazio, Italy;United Kingdom;London, London, City Of, United Kingdom",20190109101500,-118.32700000000001,34.0983
20190519181500-669,2.93609671848014,2.07253886010363,white house;cnn;united nations;us embassy to jerusalem,jason greenblatt;benjamin netanyahu;jared kushner,"Jerusalem, Israel (General), Israel;Japan;Manama, Al Manamah, Bahrain;Egypt;West Bank;Israel;Singapore;Washington, Washington, United States;Lebanon;Tel Aviv, Tel Aviv, Israel;Gaza, Israel (General), Israel;Kansas, United States;Poland;Jordan;Bahrain",20190519181500,35.2333,31.7667
20200103110000-356,1.10262934690416,4.66497031382528,,david jeffrey;wal lawson;raphael korman;black hawk,"Australia;Melbourne, Victoria, Australia;Mallacoota, Victoria, Australia",20200103110000,135.0,-25.0
20190909100000-40,1.8711018711018703,6.6528066528066505,google;cnn,,"China;Xinjiang, Jiangxi, China;New Delhi, Delhi, India",20190909100000,105.0,35.0
20190419013000-209,3.05010893246187,2.10602759622367,international school of analytical psychology in zurich;jung institute of evanston;university of liverpool,jeff benjamin;chung taechun;joni mitchell;kim nam-joon;kim kwangseok;nick cannon;murray stein;jamais vu;carl jung,"Zurich, ZÃ¼Sz, Switzerland;Illinois, United States;Japan;Kansas, United States;United Kingdom;Greece",20190419013000,8.55,47.3667
20190912123000-1364,2.5,2.5,,sana sodawala,,20190912123000,,
20190511190000-197,2.67591674925669,7.234886025768089,national school safety;university of north carolina at charlotte;security services;cnn;tufts university,riley howell;pete blair;kendrick castillo;kelley petrey,"Texas, United States;Denver, Colorado, United States",20190511190000,-97.6475,31.105999999999998
20190711143000-2021,3.42741935483871,1.41129032258065,united kingdom houses of parliament;cnn;carl court getty images europe getty images;united kingdom parliament jessica taylor;united kingdom parliament mark duffy,steve jaggs;charlotte claughton,United Kingdom,20190711143000,-4.0,54.0
20190706153000-778,4.11347517730496,0.851063829787234,morgan;us women national soccer team;cnn;united states,michelle akers;jill ellis;megan rapinoe;donald trump;brazilia marta;alex morgan;mark parker;sue bird;samantha mewi,"Germany;Norway;Japan;United States;Thailand;Paris, France (General), France;Netherlands;Argentina;Spain;France;Barcelona, Comunidad Autonoma De Cataluna, Spain",20190706153000,10.5,51.5
20190916190000-45,1.1764705882352902,7.058823529411759,young;centre for data ethics;royal united services institute rusi alexander babuta;national police;circuit court;associated press,jonathan drake;stonewall jackson;richard moore;robert e lee;heather heyer,United Kingdom,20190916190000,-4.0,54.0
20190610193000-1478,2.3255813953488396,4.3604651162790695,cnn;detergent association;united states,donald trump;meghan markle,"United States;California, United States;Washington, Washington, United States",20190610193000,-98.5795,39.828175
20191112221500-1693,4.18410041841004,5.648535564853559,council of canadian academies;world health organization,brett finlay;alexander fleming,"California, United States",20191112221500,-119.74600000000001,36.17
20191101200000-1078,2.04081632653061,6.80272108843537,deerfield academy;a boston college;cnn,nicole chavez;kennedy hill;kevin liptak;caroline kelly;robert f kennedy;ethel kennedy;saoirse kennedy hill;courtney kennedy hill,"Mexico;Boston College, Massachusetts, United States;Cape Cod Hospital, Massachusetts, United States;Hyannis Port, Massachusetts, United States;Deerfield Academy, Massachusetts, United States;Massachusetts, United States",20191101200000,-102.0,23.0
20190423230000-539,5.64784053156146,1.32890365448505,john regional catholic school in frederick;zaner-bloser national handwriting contest,cathryn hinesley;sara hinesley,"Maryland, United States",20190423230000,-76.7902,39.0724
20190718170000-1711,4.28571428571429,5.71428571428571,george washington university hospital,johnny isakson;amanda maddox,"George Washington University Hospital, District Of Columbia, United States;Georgia, United States;Washington, Washington, United States;Georgia",20190718170000,-77.0503,38.9013
20190605003000-1963,1.96078431372549,3.1862745098039196,american medical collection agency;quest diagnostics,,"New York, United States;United States",20190605003000,-74.9384,42.1497
20191220113000-982,5.6122448979591795,3.5714285714285694,cnn,laura whitmore;caroline flack,"South Africa;Cape Town, Western Cape, South Africa;Ireland;United Kingdom",20191220113000,26.0,-30.0
20190501130000-1173,3.61842105263158,1.31578947368421,google;milwaukee state teachers college;mountain college;cnn,ruth asawa;doug criss;ghirardelli square,"Arkansas, United States;California, United States;United States;North Carolina, United States;Black Mountain College, North Carolina, United States;San Francisco, California, United States",20190501130000,-92.3809,34.9513
20190926110000-718,1.92492781520693,2.02117420596728,new york times;mattel;twitter;washington post;facebook;cnn,kim culmone,"New York, United States;China;White House, District Of Columbia, United States",20190926110000,-74.9384,42.1497
20190222153000-232,3.2315978456014403,4.39856373429084,amnesty international;twitter;facebook;young;cnn,ousmane sonko sonkoofficiel;ousmane sonko;idrissa seck;sonkopresident presidentielle;macky sall;khalifa sall;george ajjan;abdou lou;karim wade;mamadou yauck;thomas sankara;abdoulaye wade;zhang xun,"China;Guinea;Qatar;Burkina Faso;Senegal;France;Dakar, Dakar, Senegal",20190222153000,105.0,35.0
20190613104500-2160,1.77935943060498,9.25266903914591,denial of service;twitter;china cyberspace administration,pavel durov,China;Hong Kong,20190613104500,105.0,35.0
20191106164500-2837,1.62748643761302,3.9180229053646802,department for work;maersk;northern ireland plumbing employer federation snipef,fraser lawrence;fiona hodgson;murray menzies;robert maxwell;kate yates;george young;alan brown,"Arbroath, Angus, United Kingdom;Inverness, Highland, United Kingdom;Denmark;United Kingdom;Seamill, North Ayrshire, United Kingdom;North Ayrshire, North Ayrshire, United Kingdom;Edinburgh, Edinburgh, City Of, United Kingdom;Perthshire, Perth And Kinross, United Kingdom",20191106164500,-2.58333,56.55
20191121173000-1063,4.615384615384619,4.1025641025641,cnn,,,20191121173000,,
20190712133000-2115,4.13793103448276,2.52873563218391,kennedy space center;ellersly house hotel;cnn;murrayfield parish church;arnie army;united states,jim white;kenny dalglish;norman riddell;jack nicklaus;mark mccormack;sam torrance;alan wells;henry longhurst;neil armstrong;arnold palmer;gary player;seve ballesteros;leila riddell;max faulkner;leila white;tony jacklin;loch faskally,"Florida, United States;Red Sea, Djibouti (General), Djibouti;Ireland;United States;United Kingdom;Westchester, Florida, United States;Edinburgh, Edinburgh, City Of, United Kingdom",20190712133000,-81.717,27.8333
20190827004500-980,2.0,14.0,united states,angus deaton,United States,20190827004500,-98.5795,39.828175
20190817024500-853,5.87703435804702,5.06329113924051,wildlife service;twitter;trump administration;cnn;national marine fisheries service;department of commerce;department of the;facebook,david l bernhardt;wilbur ross;david bernhardt,"California, United States;United States",20190817024500,-119.74600000000001,36.17
20191031223000-469,3.0060120240481,0.8016032064128259,google,,,20191031223000,,
20190918070000-655,1.8032786885245904,3.77049180327869,queensland government air service;brisbane bushwalkers club;facebook;cnn,neil parker;stephen simpson;hilary whiteman,"Australia;Brisbane, Queensland, Australia;Mount Nebo, Queensland, Australia",20190918070000,135.0,-25.0
20191103170000-1215,1.9723865877712,8.28402366863905,national assembly,ronald johnson;juan guaid;nayib bukele;juan guaido;paul adams,China;Cuba;Norway;Russia;Barbados;Venezuela;El Salvador,20191103170000,105.0,35.0
20190218123000-934,1.9157088122605401,5.3639846743295,instagram;twitter;new york daily news;york police department,emanuel gonzalez,"New York, United States",20190218123000,-74.9384,42.1497
20190311063000-458,2.15962441314554,4.6948356807511695,marlborough college;royal military college,cuthbert lucas;thomas toomey;thomas hogan;maria lindsay;olive carey;gen cuthbert lucas;maj geoffrey compton-smith;jack hogan;ruth wheeler;tim pat coogan,"Berkshire, United Kingdom (General), United Kingdom;United Kingdom;Sandhurst, Gloucestershire, United Kingdom;Hitchin, Hertfordshire, United Kingdom;Hertfordshire, Hertfordshire, United Kingdom;Fermoy, Cork, Ireland;Ireland;Stevenage, Hertfordshire, United Kingdom;River Blackwater, Cork, Ireland;London, London, City Of, United Kingdom",20190311063000,-1.25,51.5
20190321194500-2632,6.45161290322581,1.7921146953404998,justice department,jessie liu;donald trump;robert mueller;matt whitaker;jeff sessions;william barr,"Alabama, United States;Russia;White House, District Of Columbia, United States",20190321194500,-86.8073,32.799
20191214000000-714,0.6711409395973149,5.369127516778518,british medical association;united kingdom statistics authority,nigel edwards;chaand nagpaul;stephen powis;miriam deakin;boris johnson,"Nuffield, Oxfordshire, United Kingdom;United Kingdom",20191214000000,-1.0333299999999999,51.5667
20190422120000-719,1.87441424554827,6.09184629803187,google;facebook;coalition to integrate,claire wardle;andrew marantz;mark zuckerberg;priscilla chan;roger mcnamee;chris anderson;sheryl sandberg;bernie sanders,"New York, United States;Canada;New Zealand;Russia",20190422120000,-74.9384,42.1497
20190528233000-835,1.3812154696132601,1.3812154696132601,dc district court;justice department;cnn;us attorney office,beryl howell;michael cohen;paul manafort,"White House, District Of Columbia, United States",20190528233000,-77.0364,38.8951
20191107114500-655,0.0,6.21761658031088,lufthansa;austrian airlines;brussels airlines;eurowings,daniel flohr,"Germany;Austria;Switzerland;Brussels, Bruxelles-Capitale, Belgium",20191107114500,10.5,51.5
20190411123000-2224,3.11653116531165,5.75880758807588,american academy of pediatrics;american academy of pediatric task;consumer product safety commission;american academy of pediatrics on;cnn,kyle yasuda;nancy cowles;nicole chavez;patty davis;robert mccutcheon;andrea diaz;robert adler;chuck scothon;elliot kaye;ann marie buerkle,United States,20190411123000,-98.5795,39.828175
20190716170000-2388,1.6359918200408998,11.860940695296499,supreme court;amnesty international;cnn;reuters;citizen group for the decriminalization of abortion,evelyn beatriz hernandez;ciudad delgados;morena herrera;evelyn hernandez,"San Salvador, San Salvador, El Salvador;El Carmen, La UniÃ³S, El Salvador;El Salvador",20190716170000,-89.2031,13.7086
20191030231500-740,4.28849902534113,4.09356725146199,facebook;cnn,jessica beym;cody cain,"India;Ohio, United States;Muncie, Indiana, United States;New Jersey, United States;Nelsonville, Ohio, United States;West Virginia, United States;Hammonton, New Jersey, United States",20191030231500,77.0,20.0
20190810050000-578,1.85471406491499,6.646058732612059,us court;cnn;united states,donald trump;reid weingarten;george mitchell;jeffrey epstein;epstein maxwell;alan dershowitz;roberts giuffre;bill clinton;angel urena;sharon churcher;madeleine mahony;ghislaine maxwell;sonia moghe;bill richardson;david boies,"New York, United States;United States;United Kingdom;Virgin Islands;Buckingham Palace, Westminster, United Kingdom;Florida, United States;Virginia, United States;New Mexico, United States",20190810050000,-74.9384,42.1497
20190325143000-1766,1.23456790123457,8.14814814814815,national socialists;coty inc;pret a manger;volkswagen,paul erker;christopher kopper;albert reimann;jacobs douwe egberts;peter harf;adolf hitler,"Germany;Wolfsburg, Niedersachsen, Germany;Russia;Ludwigshafen, Rheinland-Pfalz, Germany",20190325143000,10.5,51.5
20190514171500-2631,4.14342629482072,1.75298804780877,augusta national;white house;united states golf association;olympics;cnn,donald trump;francesco molinari;john feinstein;tiger woods;lucas glover;jack nicklaus;brooks koepka;phil mickelson;bubba watson;don riddell;jack nicklau;tiger wood;david b fay;gary player;jordan spieth;gene sarazen;valentino dixon;ben hogan,"New York, United States;Tokyo, Tokyo, Japan;United States;United Kingdom;Washington, Washington, United States;Bethpage, New York, United States;Quail Hollow, New York, United States;Long Island, New York, United States;Bethpage State Park, New York, United States",20190514171500,-74.9384,42.1497
20190103184500-531,2.8061224489795897,7.142857142857139,treasury department;council of economic advisers;washington post;congressional budget office;bipartisan policy center,kevin hassett;donald trump,"United States;Washington, Washington, United States",20190103184500,-98.5795,39.828175
20190131123000-1037,1.8421052631578896,4.47368421052632,christie;cnn,emily dixon,Italy;United Kingdom,20190131123000,12.833333,42.833333
20190303011500-89,2.6041666666666696,2.0833333333333304,national defense jeong kyeong-doo;cnn;defense department;united states,donald trump;patrick shanahan;james mattis,"Hanoi, Ha N?I, Vietnam, Republic Of;North Korea;United States;South Korea",20190303011500,105.85,21.0333
20191003200000-1967,2.9891304347826098,1.3586956521739098,walt disney company;netflix;cnn,robert greenblatt;warnermedia j j abrams,"New York, United States",20191003200000,-74.9384,42.1497
20191205204500-184,0.8264462809917359,1.65289256198347,airbus,adam camilletti;jonathan amos,United Kingdom,20191205204500,-4.0,54.0
20190220023000-642,1.40845070422535,2.1126760563380302,senate minority leader chuck schumer;el paso inc;united states,oprah winfrey;donald trump;el pasoan;ted cruz;john cornyn,"El Paso, Texas, United States;United States;Spain;Texas, United States",20190220023000,-106.48700000000001,31.7587
20190909130000-2115,2.7027027027027,4.729729729729732,national democratic party;german constitutional court,lars klingbeil;annegret kramp-karrenbauer;paul ziemiak;stefan jagsch;markus brando;angela merkel christian,"Germany;Frankfurt Am Main, Hessen, Germany;Altenstadt, Bayern, Germany;Waldsiedlung, Hessen, Germany",20190909130000,10.5,51.5
20191001150000-272,0.5934718100890211,2.0771513353115703,national weather service;cnn,,"Malta;Greenland;Great Falls, Montana, United States",20191001150000,14.433333,35.916667
20190513211500-735,5.35714285714286,1.33928571428571,white house;carter center,jimmy carter,"Americus, Georgia, United States;Georgia, United States;State Of Georgia, Georgia, United States;Washington, Washington, United States",20190513211500,-84.2327,32.0724
20190531183000-548,2.705139765554549,3.3363390441839504,potnetwork holdings;addiction institute at mount sinai;drug administration;cnn,yasmin hurd;scott gottlieb;carl jr;ned sharpless;jonathan miller;sanjay gupta;amy abernathy,"New York, United States;Florida, United States;New Jersey, United States;White House, District Of Columbia, United States",20190531183000,-74.9384,42.1497
20190627171500-1473,3.7292817679557997,5.801104972375691,afd party;twitter;white house;christian democratic union;cnn;green party;green party leader robert habeck,matthew qvortrup;christine lambrecht;angela merkel;annegret kramp-karrenbauer;frank-walter steinmeier;stefan seibert;volodymyr zelensky,"Germany;United Kingdom;Schleswig, Schleswig-Holstein, Germany;White House, District Of Columbia, United States;Ukraine",20190627171500,10.5,51.5
20191015150000-1440,0.696864111498258,6.2717770034843205,reuters,belinda loveluck-edwards;alun cairns,"Glamorgan, Neath Port Talbot, United Kingdom",20191015150000,-3.66667,51.6667
20190714031500-343,1.0482180293501,5.660377358490571,twitter;department of public service;cnn;national guard,jennifer lopez;sonia moghe;freddie goldstein;andrew cuomo,"New York, United States;Pennsylvania, United States;Manhattan, New York, United States;Upper West Side, New York, United States;New Jersey, United States;Iowa, United States",20190714031500,-74.9384,42.1497
20190623164500-256,2.67489711934156,3.7037037037037,environmental protection agency;atmospheric administration;national oceanic;national intelligence;cnn;united states,donald trump;jake tapper;ellie kaufman,"United States;Environmental Protection Agency, District Of Columbia, United States;Washington, Washington, United States",20190623164500,-98.5795,39.828175
20191117134500-222,0.0,0.0,cnn,marshall cohen,Russia,20191117134500,100.0,60.0
20191126211500-1320,3.2544378698224903,2.9585798816568,new york times;washington post;white house;cnn;york city council;oval office,mark penn;kellyanne conway;donald trump;robert mueller;andrew stein;mike pence;bill clinton,"New York, United States;White House, District Of Columbia, United States",20191126211500,-74.9384,42.1497
20190712123000-1266,1.10803324099723,1.10803324099723,humane league united kingdom;youtube;twitter;facebook;burger king;mcdonald,paula mackenzie,Ireland;United Kingdom,20190712123000,-8.0,53.0
20190430074500-646,0.9975062344139648,4.73815461346633,blue ribbon commission on race;circuit court;cnn;university of virginia school of law,brian wheeler;robert e lee;heather heyer;richard e moore;janet digiacomo,"Charlottesville, Virginia, United States;Virginia, United States;University Of Virginia, Virginia, United States",20190430074500,-78.4767,38.0293
20191025214500-1389,2.6578073089701,5.1495016611295705,department of family;american academy of pediatrics;pacific university;disney,kim meaders;donald trump;laura edwards-leeper;anthony smith getty;ken paxton;anne georgulas;luke macias;ted cruz,"United States;Dallas, Texas, United States;Texas, United States",20191025214500,-98.5795,39.828175
20190510000000-1690,1.6901408450704198,5.070422535211269,united states,bob mueller;donald trump;robert mueller,"United States;Russia;Washington, Washington, United States",20190510000000,-98.5795,39.828175
20190530121500-1634,0.0,6.18556701030928,foreign affairs,adel al-jubeir,"Saudi Arabia;Mecca, Makkah, Saudi Arabia;United Arab Emirates;Iraq;Baghdad, Baghdad, Iraq;Iran",20190530121500,45.0,25.0
20191226191500-1506,2.58620689655172,5.17241379310345,cnn,,"Zurich, ZÃ¼Sz, Switzerland;Andermatt, Switzerland (General), Switzerland;Switzerland;Oberalppass, Switzerland (General), Switzerland",20191226191500,8.55,47.3667
20190128091500-605,4.34782608695652,3.4782608695652204,cnn,alexandra ocasio-cortez;greg krieg;elizabeth warren,"United States;Massachusetts, United States",20190128091500,-98.5795,39.828175
20190206004500-2814,1.85185185185185,5.55555555555556,,,"Lagos, Lagos, Nigeria;Nigeria",20190206004500,3.39583,6.45306
20190922050000-681,1.8108651911468798,7.9476861167002,national book award;center at american university;cnn;antiracist research,betty white;ibram x kendi,United States,20190922050000,-98.5795,39.828175
20190807034500-101,2.29787234042553,4.170212765957452,department for digital;youtube;association of british orchestras;property office;sony,garry jones;ian moss;peter gabriel;chris smith;mark pemberton;boris johnson,"Germany;Japan;Paris, France (General), France;Dover, Kent, United Kingdom;United Kingdom;Holyhead, Isle Of Anglesey, United Kingdom;London, London, City Of, United Kingdom",20190807034500,10.5,51.5
20190927031500-761,4.09556313993174,3.0716723549488103,new york times;justice criminal division;white house;justice department;cnn;justice department on,donald trump;jeffrey rosen;volodymyr zelensky;william barr,"New York, United States;Washington, Washington, United States;Ukraine",20190927031500,-74.9384,42.1497
20190315121500-487,0.0,8.955223880597007,,al noor,New Zealand,20190315121500,174.0,-42.0
20190815010000-922,2.6973026973027,2.7972027972027997,walmart;victim services international;cnn;ford motor,antonio basco;tony dickey;jorge ortiz;margie reckard,"La Paz, La Paz, Bolivia;Louisiana, United States;El Paso, Texas, United States;Nebraska, United States;Texas, United States;Washington, Washington, United States;Spain;Cielo Vista, Texas, United States",20190815010000,-68.15,-16.5
20191016043000-883,1.99556541019956,1.5521064301552099,seoul kookmin university;reuters,mount paektu;peter ward;donald trump;mt paektu;fyodor tertitskiy;kim myong gil,"China;Sweden;Pyongyang, P'yongyang-Si, North Korea;North Korea;Kansas, United States;White House, District Of Columbia, United States",20191016043000,105.0,35.0
20190803221500-720,1.7057569296375301,4.6908315565032,reform committee;cnn,elijah cummings,"Maryland, United States;United States;Baltimore, Maryland, United States",20190803221500,-76.7902,39.0724
20191011044500-86,3.1296572280178796,1.41579731743666,singapore airline;courtesy singapore airlines;delta air lines;turkish airlines;newark-liberty international airport singapore airlines;singapore airlines;singapore airline boyd;singapore airline mcneil,paul tumpowsky;los angeles;james boyd;marc oshima;zach honig;antony mcneil;pak choi,"New York, United States;Mexico;Canada;Japan;Singapore;Turkey;San Francisco, California, United States",20191011044500,-74.9384,42.1497
20190110123000-982,2.34466588511137,6.68229777256741,,christina aguilera;kerry washington;kimberly foxx;john legend;jada pinkett smith;lady gaga,"Japan;United Kingdom;Chicago, Illinois, United States",20190110123000,138.0,36.0
20190301230000-1322,2.2881355932203395,4.9152542372881385,cnn,corbin trent;donald trump;steve scalise;kevin mccarthy;nancy pelosi;james clyburn;dan kildee;steny hoyer,"Alexandria, Al Iskandariyah, Egypt;Michigan, United States",20190301230000,29.9192,31.1981
20190705103000-697,0.0,5.22875816993464,cnn;harris county sheriff office,deputy eddie hazel;jamiel lynch,"Harris County, Texas, United States;Texas, United States",20190705103000,-95.4002,29.8336
20190814201500-2408,3.2407407407407405,4.16666666666667,cnn;espn,yasiel puig;yasiel puig yasielpuig,"Cuba;Mexico;United States;Los Angeles, California, United States;Cincinnati, Ohio, United States",20190814201500,-79.5,22.0
20190519134500-1385,0.0,4.878048780487799,reuters;egyptian museum,,"Vietnam, Republic Of;Giza, Al Jizah, Egypt;Egypt",20190519134500,107.83333300000001,16.166667
20190418170000-950,10.2544161759804,0.633262970781024,cnn,helvetica neue,,20190418170000,,
20191215040000-615,1.59176029962547,5.43071161048689,department of justice;ohio department of youth services;georgia department of juvenile justice;macon youth development campus;justice department;cnn;law center;bureau of justice statistics,glenn allen;jessica feierman;erica smith,"Georgia, United States;Nevada, United States;Circleville, Ohio, United States;District Of Columbia, United States;South Dakota, United States;South Carolina, United States;Massachusetts, United States;Wyoming, United States;Ohio, United States",20191215040000,-83.6487,32.9866
20191017193000-1612,2.51889168765743,2.89672544080605,european council;european commission,theresa may;michel barnier;leo varadkar;nigel dodds;boris johnson;jean-claude juncker;donald tusk,"Ireland;United Kingdom;Brussels, Bruxelles-Capitale, Belgium;Northern Ireland, Craigavon, United Kingdom",20191017193000,-8.0,53.0
20191116000000-2019,2.15743440233236,5.8309037900874605,white house;european union;national security council;cnn;permanent select committee;united states,marie yovanovitch;laura cooper;alexander vindman;zach gibson getty;tim morrison;elise stefanik;kaitlan collins;joe biden;yuri lutsenko;holmes lybrand;adam schiff;alex wong;hogan gidley;nicholas kamm poolafp getty;david hale;mike pence;kurt volker;sean patrick maloney;devin nunes;fiona hill;paul manafort;jennifer williams;mary ilyushina;marie yovanovich;rudy giuliani;jim jordan;jim acosta;gordon sondland,"New York, United States;Kherson, Khersons'ka Oblast', Ukraine;United States;Russia;Kiev, Ukraine (General), Ukraine;Washington, Washington, United States;Ukraine",20191116000000,-74.9384,42.1497
20190527140000-313,1.47058823529412,3.30882352941176,canyon national park;national weather service;cnn,,"Arizona, United States;Grand Canyon National Park, Arizona, United States;United States;Grand Canyon, Arizona, United States",20190527140000,-111.38799999999999,33.7712
20190503081500-659,4.5454545454545485,9.09090909090909,,,"Caracas, Distrito Federal, Venezuela",20190503081500,-66.9167,10.5
20191012023000-1460,2.55795363709033,5.2757793764988,pew research,elizabeth ohene,Ghana,20191012023000,-2.0,8.0
20190513151500-1105,0.0,4.76190476190476,,julie james;juha kaakinen,Finland,20190513151500,26.0,64.0
20200106210000-2385,0.696055684454756,2.55220417633411,instagram;twitter;facebook,dave rogers,,20200106210000,,
